fiscal_year,fiscal_period,department,division,merchant,category_description,transaction_date,amount
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,UBER TRIP,Travel,2024-06-26,165.69
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,AMERICAN AI 0014437269593,Airline,2024-06-24,35.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-25,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,AMERICAN AI 0014437269594,Airline,2024-06-24,35.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,AMERICAN AI 0014437269592,Airline,2024-06-24,35.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-25,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,UBER TRIP,Travel,2024-06-26,171.86
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,AMERICAN AIR0012153425488,Airline,2024-06-25,396.45
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,HERTZ CAR RENTAL,Car Rental,2024-06-25,-25.83
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,HUBSPOT INC.,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,2024-06-27,4.84
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,14.0
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,HUBSPOT INC.,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,2024-06-24,6.97
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,WM SUPERCENTER #5039,Grocery Stores Supermarkets,2024-06-26,44.56
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,SURVEYMONK* T 45784342,Computer Software Stores,2024-06-26,468.0
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,WALMART.COM 8009256278,Discount Stores,2024-06-25,6.72
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,THE TROPHY MAN,Accessory And Apparel Stores-Miscellaneous,2024-06-25,110.0
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,AMZN MKTP US*RC18V5Z92,Book Stores,2024-06-26,219.99
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-26,25.0
2024,12,POLYTECH SCHOOL DISTRICT,Polytech School District,WL *VUE*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,2024-06-26,36.0
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,IDENTOGO - DE FINGE,Government Services-Not Elsewhere Classified,2024-06-26,85.0
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,IDENTOGO - DE FINGE,Government Services-Not Elsewhere Classified,2024-06-26,38.0
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,LOWES #02248*,Home Supply Warehouse Stores,2024-06-26,134.88
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,IDENTOGO - DE FINGE,Government Services-Not Elsewhere Classified,2024-06-24,38.0
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,WAL-MART #2460,Grocery Stores Supermarkets,2024-06-26,21.72
2024,12,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,STATE MOTOR And CONTROL SOL,Electrical Parts And Equipment,2024-06-24,1055.81
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,B And H PHOTO 800-606-6969,Office Photographic Photocopy Microfilm Equipmt,2024-06-24,128.88
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,PPG PAINTS 8287,Glass Paint Wallpaper Stores,2024-06-24,294.48
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,FACEBK *6U7EW5U4S2,Advertising Services,2024-06-26,137.0
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,14.0
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,BJS WHOLESALE #0178,Wholesale Clubs,2024-06-24,28.42
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,B And H PHOTO 800-606-6969,Office Photographic Photocopy Microfilm Equipmt,2024-06-24,39.65
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-25,14.0
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,LOWES #02258*,Home Supply Warehouse Stores,2024-06-24,81.52
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,PPG PAINTS 8287,Glass Paint Wallpaper Stores,2024-06-25,311.31
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,LOWES #02258*,Home Supply Warehouse Stores,2024-06-25,141.72
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-25,14.0
2024,12,LAS AMERICAS ASPIRA,Las Americas ASPIRA,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-26,14.0
2024,12,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,PATS PIZZERIA WILMINGTON,Fast Food Restaurants,2024-06-25,155.9
2024,12,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,ASSOC FOR TALENT DEV,Direct Marketing-Continuity-Subscription Merchants,2024-06-26,2935.0
2024,12,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,PATS PIZZERIA WILMINGTON,Fast Food Restaurants,2024-06-26,57.34
2024,12,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,THE LEADERSHIP CIRCLE,Consulting Management And Public Relations Svcs,2024-06-25,1900.0
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,LOWES #02537*,Home Supply Warehouse Stores,2024-06-25,108.34
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,PAPA JOHN'S #4024,Fast Food Restaurants,2024-06-26,82.21
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,AMAZON MKTPL*RC7GG4OG2,Book Stores,2024-06-26,387.79
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,WM SUPERCENTER #5039,Grocery Stores Supermarkets,2024-06-26,108.72
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,AMAZON.COM*RC0AY5ZO1,Book Stores,2024-06-26,26.72
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,TEACHERSPAYTEACHERS.COM,Schools Educational Svc-Not Elsewhere Classified,2024-06-26,24.95
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,AMAZON.COM*RC95J6H00,Book Stores,2024-06-26,11.05
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,GRAMMARLY CO7SNGNPI,Computer Software Stores,2024-06-26,139.95
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,AMZN MKTP US*RG97H9YO2,Book Stores,2024-06-25,17.99
2024,12,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,AMAZON MKTPL*RC36X2QB0,Book Stores,2024-06-26,52.97
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON.COM*RG4HL26Q1,Book Stores,2024-06-24,62.22
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,ALLIED LOCK AND SAFE,Business Services-Not Elsewhere Classified,2024-06-24,592.0
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,VERIZON BILL PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-25,1376.47
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON.COM*RG0DU9212,Book Stores,2024-06-24,191.56
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,PLAQUEMAKER,Miscellaneous And Specialty Retail Stores,2024-06-24,36.88
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,INDEED 94156274,Advertising Services,2024-06-24,513.34
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON MKTPL*RG0TY6KU2,Book Stores,2024-06-24,68.99
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON MKTPL*RC0QN1AG0,Book Stores,2024-06-24,6.89
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON MKTPL*RG2QF66A1,Book Stores,2024-06-24,21.54
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMZN MKTP US*RG8SI9DP2,Book Stores,2024-06-24,50.15
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON MKTPL*RC2946HV0,Book Stores,2024-06-26,25.99
2024,12,EAST SIDE CHARTER SCHOOL,East Side Charter School,AMAZON.COM*RC8JS4OQ1,Book Stores,2024-06-26,42.99
2024,12,CAMPUS COMMUNITY SCHOOL,Campus Community School,BEST BUY MHT 00008425,Electronic Sales,2024-06-25,12.99
2024,12,CAMPUS COMMUNITY SCHOOL,Campus Community School,THE DEPOT,Fuel Dispenser Automated,2024-06-26,35.02
2024,12,CAMPUS COMMUNITY SCHOOL,Campus Community School,AMAZON.COM*RC2039ZU2,Book Stores,2024-06-26,115.8
2024,12,CAMPUS COMMUNITY SCHOOL,Campus Community School,STAPLES 00103010,Office School Supply And Stationery Stores,2024-06-25,-44.99
2024,12,CAMPUS COMMUNITY SCHOOL,Campus Community School,STAPLES 00103010,Office School Supply And Stationery Stores,2024-06-25,44.99
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,AMAZON PRIME*RC5D19GG0,Direct Marketing-Continuity-Subscription Merchants,2024-06-25,14.99
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,DELAWARE EXPRESS SHUTTLE,Travel,2024-06-25,1672.0
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,DELAWARE EXPRESS SHUTTLE,Travel,2024-06-25,1672.0
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,AMAZON MKTPL*RC7U65FA2,Book Stores,2024-06-26,53.44
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,DICKSSPORTINGGOODS.COM,Sporting Goods Stores,2024-06-24,949.99
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,DICKSSPORTINGGOODS.COM,Sporting Goods Stores,2024-06-26,1649.99
2024,12,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,DELAWARE EXPRESS SHUTTLE,Travel,2024-06-25,1672.0
2024,12,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,BEST ACE HDWE,Hardware Stores,2024-06-24,59.97
2024,12,KUUMBA ACADEMY CHARTER SCHOOL,Kuumba Academy Charter School,INDEED 94149215,Advertising Services,2024-06-24,500.23
2024,12,KUUMBA ACADEMY CHARTER SCHOOL,Kuumba Academy Charter School,DOVER SKATING CENTER,Recreation Services Not Elsewhere Classified,2024-06-26,123.68
2024,12,KUUMBA ACADEMY CHARTER SCHOOL,Kuumba Academy Charter School,STAYBRIDGE SUITES MONTGO,Lodging,2024-06-25,416.2
2024,12,KUUMBA ACADEMY CHARTER SCHOOL,Kuumba Academy Charter School,SHOPRITE CHRSTNALANDNG,Grocery Stores Supermarkets,2024-06-25,174.56
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,ROYAL FARMS #151,Fuel Dispenser Automated,2024-06-25,13.79
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,AMAZON MKTPL*RC4EX2F42,Book Stores,2024-06-26,89.93
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,SHERWIN WILLIAMS 705680,Glass Paint Wallpaper Stores,2024-06-24,170.44
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,AMAZON MKTPL*RG0ZC16N1,Book Stores,2024-06-24,39.4
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,ROYAL FARMS #151,Service Stations With Or Without Ancillary Service,2024-06-25,5.0
2024,12,ACADEMY OF DOVER CHARTER SCHL,Academy Of Dover Charter Schl,AMAZON MKTPL*RG16X2681,Book Stores,2024-06-24,6.99
2024,12,ODYSSEY CHARTER,Odyssey Charter,PTC EZPASS CSC WEB IVR,Bridge And Road Fees Tolls,2024-06-25,185.3
2024,12,ODYSSEY CHARTER,Odyssey Charter,INDEED 94175631,Advertising Services,2024-06-25,500.62
2024,12,ODYSSEY CHARTER,Odyssey Charter,AMZN MKTP US*RG9HI8D91,Book Stores,2024-06-24,212.0
2024,12,ODYSSEY CHARTER,Odyssey Charter,INDEED 94198832,Advertising Services,2024-06-26,500.2
2024,12,ODYSSEY CHARTER,Odyssey Charter,DRIVEEZMD MPC,Bridge And Road Fees Tolls,2024-06-25,111.0
2024,12,ODYSSEY CHARTER,Odyssey Charter,DELAWARE DOT RED LIGHT,Fines,2024-06-25,157.5
2024,12,ODYSSEY CHARTER,Odyssey Charter,E ZPASS DE CSC00100701,Bridge And Road Fees Tolls,2024-06-26,100.0
2024,12,ODYSSEY CHARTER,Odyssey Charter,INDEED 94151447,Advertising Services,2024-06-24,523.98
2024,12,PROVIDENCE CREEK ACAD CHTR SCH,Providence Creek Acad Chtr Sch,AMAZON MKTPL*RG2BP2611,Book Stores,2024-06-24,389.5
2024,12,PROVIDENCE CREEK ACAD CHTR SCH,Providence Creek Acad Chtr Sch,WESTOWN MOVIES,Motion Picture Theaters,2024-06-26,479.0
2024,12,PROVIDENCE CREEK ACAD CHTR SCH,Providence Creek Acad Chtr Sch,SHERWIN WILLIAMS ECOMMER,Glass Paint Wallpaper Stores,2024-06-26,84.14
2024,12,MOT CHARTER SCHOOL,MOT Charter School,AMAZON.COM*RG88969C1,Book Stores,2024-06-25,59.99
2024,12,MOT CHARTER SCHOOL,MOT Charter School,SQ *ORLANDO TRANSFER LLC.,Travel,2024-06-24,456.0
2024,12,MOT CHARTER SCHOOL,MOT Charter School,AMAZON MKTPL*RC48Y71C0,Book Stores,2024-06-25,25.46
2024,12,MOT CHARTER SCHOOL,MOT Charter School,THE HOME DEPOT #6843,Home Supply Warehouse Stores,2024-06-25,66.99
2024,12,MOT CHARTER SCHOOL,MOT Charter School,AMZN MKTP US,Book Stores,2024-06-24,-207.2
2024,12,MOT CHARTER SCHOOL,MOT Charter School,FSP*JUMP ON OVER,Recreation Services Not Elsewhere Classified,2024-06-26,820.96
2024,12,GATEWAY LAB SCHOOL,Gateway Lab School,VERIZON BILL PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-25,124.66
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,LIBERTY MUTUAL INSURANCE,Insurance Sales Underwriting And Premiums,2024-06-26,1631.5
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,AMAZON MKTPL*RC59N68L0,Book Stores,2024-06-26,389.23
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,LOWES #02248*,Home Supply Warehouse Stores,2024-06-26,550.15
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,CAMP ARROWHEAD,Organizations Religious,2024-06-27,500.0
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,LOWES #02248*,Home Supply Warehouse Stores,2024-06-26,12.18
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,PRIMO WATER,Miscellaneous And Specialty Retail Stores,2024-06-24,739.77
2024,12,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,WALMART.COM 8009256278,Discount Stores,2024-06-25,66.42
2024,12,EARLY COLLEGE HIGH SCHOOL,Early College High School,ZOOM.US 888-799-9666,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-26,2.0
2024,12,EARLY COLLEGE HIGH SCHOOL,Early College High School,ALLIANZ TRAVEL INS,Insurance Sales Underwriting And Premiums,2024-06-25,61.14
2024,12,EARLY COLLEGE HIGH SCHOOL,Early College High School,AMERICAN AIR0012153508788,Airline,2024-06-25,823.95
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON MKTPL*RC8E84AS0,Book Stores,2024-06-24,452.42
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON MKTPL*RG7CQ06M1,Book Stores,2024-06-24,1923.12
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON MKTPLACE PMTS,Book Stores,2024-06-25,-122.82
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,DELAWARE CORP And TAX WEB,Government Services-Not Elsewhere Classified,2024-06-25,5.0
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON.COM*RG1RA9WH1,Book Stores,2024-06-25,11.01
2024,12,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,AMAZON MKTPL*RG21486B2,Book Stores,2024-06-24,2335.66
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DIAMOND STATE PARTY RENTA,Equipment RentalLeasing Svs Furnture-Tool Rental,2024-06-26,108.68
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,VERIZON BILL PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-24,320.88
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DELMARVA UTILITY,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,3005.95
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,AMAZON MKTPL*RC6OF2GE0,Book Stores,2024-06-25,65.99
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DD DOORDASH DUNKIN,Eating Places Restaurants,2024-06-25,105.51
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DD DOORDASH FIVEGIRLS,Eating Places Restaurants,2024-06-26,45.62
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DELMARVA UTILITY,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,2398.41
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,DELMARVA UTILITY,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,5005.95
2024,12,FREIRE CHARTER SCHOOL,Freire Charter School,ME-WILMINGTON-SERTIFI,Recreation Services Not Elsewhere Classified,2024-06-25,399.75
